Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Host_Countries,Count,Broadcast_Revenue,Sum_Revenue
Emma McKeon,F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,Bronze,Brazil,1,2868,2868
Emma McKeon,F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Brazil,1,2868,2868
Emma McKeon,F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Brazil,1,2868,2868
Emma McKeon,F,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Brazil,1,2868,2868
Taylor McKeown,F,21,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Brazil,1,2868,2868
"Timothy George ""Tim"" McLaren",M,27,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Silver,United States of America,5,287,1944.05
Sally McLellan-Pearson,F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Silver,China,1,1739,1739
Sally McLellan-Pearson,F,25,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,Gold,United Kingdom,1,2569,2569
Louise McPaul-Currey,F,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Javelin Throw,Silver,United States of America,5,898,1944.05
Rachel Jane McQuillan,F,20,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,Bronze,Spain,1,636,636
Francine McRae,F,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
James McRae,M,25,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze,United Kingdom,1,2569,2569
James McRae,M,29,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver,Brazil,1,2868,2868
"Donald James ""Don"" McWatters",M,23,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
Anna Maree Devenish Meares,F,20,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Sprint,Bronze,Greece,1,1494,1494
Anna Maree Devenish Meares,F,20,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's 500 metres Time Trial,Gold,Greece,1,1494,1494
Anna Maree Devenish Meares,F,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Sprint,Silver,China,1,1739,1739
Anna Maree Devenish Meares,F,28,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Sprint,Gold,United Kingdom,1,2569,2569
Anna Maree Devenish Meares,F,28,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Bronze,United Kingdom,1,2569,2569
Anna Maree Devenish Meares,F,32,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Keirin,Bronze,Brazil,1,2868,2868
Chantal Olivia Meek,F,29,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,China,1,1739,1739
"Maxwell Raymond ""Max"" Metzker",M,20,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,Russia,2,88,1377
Chantelle Lee Michell-Newbery,F,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Gold,Greece,1,1494,1494
Chantelle Lee Michell-Newbery,F,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Bronze,Greece,1,1494,1494
Gail Louise Miller (-Tune),F,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
Scott Andrew Miller,M,21,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Butterfly,Silver,United States of America,5,898,1944.05
Scott Andrew Miller,M,21,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,United States of America,5,898,1944.05
Alice Mary Mills (-Tait),F,18,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Greece,1,1494,1494
Alice Mary Mills (-Tait),F,18,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Greece,1,1494,1494
Alice Mary Mills (-Tait),F,22,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
Melissa Ann Mills,F,26,Australia,AUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Gold,Australia,1,1332,1332
"Matthew John ""Matt"" Mitcham",M,20,Australia,AUS,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Platform,Gold,China,1,1739,1739
"Richard Charles ""Rick"" Mitchell",M,25,Australia,AUS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,Silver,Russia,2,88,1377
Ryan Scott Mitchell,M,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Claire Mitchell-Taverner,F,30,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Emma Moffatt,F,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Triathlon,Triathlon Women's Olympic Distance,Bronze,China,1,1739,1739
Alicia Molik,F,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Tennis,Tennis Women's Singles,Bronze,Greece,1,1494,1494
Jane Moran,F,27,Australia,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze,United Kingdom,1,2569,2569
Karen Lynne Moras (-Stephenson),F,14,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,Bronze,Mexico,1,9.8,9.8
"Christopher ""Chris"" Morgan",M,29,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze,United Kingdom,1,2569,2569
David Morgan,M,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Brazil,1,2868,2868
"Lawrence Robert ""Laurie"" Morgan",M,45,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Gold,Italy,2,1.2,832.2
"Lawrence Robert ""Laurie"" Morgan",M,45,Australia,AUS,1960 Summer,1960,Summer,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold,Italy,2,1.2,832.2
Michael Dennis Morgan,M,21,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,Mexico,1,9.8,9.8
Sandra Anne Morgan (-Beavis),F,18,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Italy,2,1.2,832.2
David John Morris,M,29,Australia,AUS,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Aerials,Silver,Russia,2,1289,1377
"Jennifer Lynn ""Jenny"" Morris",F,23,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
"Jennifer Lynn ""Jenny"" Morris",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Simmone Anne Morrow,F,23,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze,Australia,1,1332,1332
Simmone Anne Morrow,F,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Simmone Anne Morrow,F,31,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
Tracey Mosley,F,30,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Tracey Mosley,F,34,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
Stephen Martin Mowlam,M,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,Greece,1,1494,1494
Gael Patricia Mulhall-Martin,F,27,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Shot Put,Bronze,United States of America,5,287,1944.05
Craig John Muller,M,23,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,United States of America,5,287,1944.05
Janice Murphy,F,21,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Japan,4,1.6,3694.1
Patrick Murphy,M,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,China,1,1739,1739
Patrick Murphy,M,24,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,China,1,1739,1739
Andrew John Murtha,M,28,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,Norway,1,353,353
Leah Neale,F,21,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Brazil,1,2868,2868
Gail Neall (-Yeoh),F,17,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,Gold,Germany,1,18,18
Jade Neilsen,F,21,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,United Kingdom,1,2569,2569
Gary Malcolm Neiwand,M,22,Australia,AUS,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,Bronze,South Korea,2,403,1839
Gary Malcolm Neiwand,M,25,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Men's Sprint,Silver,Spain,1,636,636
Gary Malcolm Neiwand,M,34,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Keirin,Silver,Australia,1,1332,1332
Gary Malcolm Neiwand,M,34,Australia,AUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Bronze,Australia,1,1332,1332
Robert Frederick Newbery,M,21,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Bronze,Australia,1,1332,1332
Robert Frederick Newbery,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Springboard,Bronze,Greece,1,1494,1494
Robert Frederick Newbery,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Men's Synchronized Platform,Bronze,Greece,1,1494,1494
Kevin John Nichols,M,29,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,United States of America,5,287,1944.05
John Michael Nicholson,M,23,Australia,AUS,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's Sprint,Silver,Germany,1,18,18
Patrick Joseph Nilan,M,23,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
Patrick Joseph Nilan,M,27,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
"David Wayne ""Dave"" Nilsson",M,34,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Richard Nizielski,M,25,Australia,AUS,1994 Winter,1994,Winter,Lillehammer,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,Norway,1,353,353
Daniel Noonan,M,32,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Bronze,United Kingdom,1,2569,2569
Peter George Norman,M,26,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Silver,Mexico,1,9.8,9.8
Justin Neville Norris,M,20,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,Bronze,Australia,1,1332,1332
"William Herbert ""Bill"" Northam",M,59,Barrenjoey,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,Japan,4,1.6,3694.1
"Glynis Leanne Nunn (Saunders-, -Cearns)",F,23,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Heptathlon,Gold,United States of America,5,287,1944.05
Lovett Ian O'Brien,M,17,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Japan,4,1.6,3694.1
Lovett Ian O'Brien,M,17,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Japan,4,1.6,3694.1
Shaun William O'Brien,M,23,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Spain,1,636,636
"Edward ""Eddie"" Ockenden",M,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze,China,1,1739,1739
"Edward ""Eddie"" Ockenden",M,25,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze,United Kingdom,1,2569,2569
Peter Joseph O'Donnell,M,25,Barrenjoey,AUS,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,Gold,Japan,4,1.6,3694.1
Trent Carl Wayne Oeltjen,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Stuart Peter O'Grady,M,18,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,Spain,1,636,636
Stuart Peter O'Grady,M,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,United States of America,5,898,1944.05
Stuart Peter O'Grady,M,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Points Race,Bronze,United States of America,5,898,1944.05
Stuart Peter O'Grady,M,31,Australia,AUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Madison,Gold,Greece,1,1494,1494
Jenna O'Hea,F,25,Australia,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze,United Kingdom,1,2569,2569
Lisa Oldenhof,F,28,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,China,1,1739,1739
"Susan ""Susie"" O'Neill",F,18,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Butterfly,Bronze,Spain,1,636,636
"Susan ""Susie"" O'Neill",F,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,United States of America,5,898,1944.05
"Susan ""Susie"" O'Neill",F,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Gold,United States of America,5,898,1944.05
"Susan ""Susie"" O'Neill",F,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,United States of America,5,898,1944.05
"Susan ""Susie"" O'Neill",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Freestyle,Gold,Australia,1,1332,1332
"Susan ""Susie"" O'Neill",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,Australia,1,1332,1332
"Susan ""Susie"" O'Neill",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Silver,Australia,1,1332,1332
"Susan ""Susie"" O'Neill",F,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Simon Orchard,M,26,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze,United Kingdom,1,2569,2569
Mark Sebastian Clive Ormrod,M,21,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,Greece,1,1494,1494
Timothy Leo O'Shannessey,M,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,United States of America,5,898,1944.05
Glenn O'Shea,M,23,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,United Kingdom,1,2569,2569
Wayne Daniel Ough,M,25,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Sarah Anne Outhwaite-Tait,F,29,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Silver,United Kingdom,1,2569,2569
Nathan Outteridge,M,26,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Gold,United Kingdom,1,2569,2569
Nathan Outteridge,M,30,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Silver,Brazil,1,2868,2868
Chris Andrew Oxspring,M,27,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,Greece,1,1494,1494
Jake Packard,M,22,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Brazil,1,2868,2868
Malcolm George Page,M,36,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Gold,China,1,1739,1739
Malcolm George Page,M,40,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold,United Kingdom,1,2569,2569
Kirk Palmer,M,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,China,1,1739,1739
Kylie Jayne Palmer,F,18,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,China,1,1739,1739
Kylie Jayne Palmer,F,22,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver,United Kingdom,1,2569,2569
Tessa Parkinson,F,21,Australia,AUS,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Gold,China,1,1739,1739
Shannon Parry,F,26,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
Kathleen Anne Partridge,F,24,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,South Korea,2,403,1839
Glenn Scott Patching,M,22,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,Russia,2,88,1377
"Samuel ""Sam"" Patten",M,21,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,United States of America,5,287,1944.05
Eric Robert Pearce,M,32,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
Eric Robert Pearce,M,36,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
Gary Malcolm Pearce,M,24,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Rowing,Rowing Men's Coxed Eights,Silver,Mexico,1,9.8,9.8
Gordon Charles Pearce,M,34,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
Julian Brian Pearce,M,27,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
Julian Brian Pearce,M,31,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
Michelle Robyn Pearson,F,22,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,Bronze,United States of America,5,287,1944.05
Todd Robert Pearson,M,22,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,Australia,1,1332,1332
Todd Robert Pearson,M,22,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Australia,1,1332,1332
Todd Robert Pearson,M,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Greece,1,1494,1494
Alison Louise Peek,F,30,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold,Australia,1,1332,1332
Mria Pekli (-Kelly),F,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Lightweight,Bronze,Australia,1,1332,1332
Evania Pelite,F,21,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Brazil,1,2868,2868
"Jacqueline Margaret ""Jackie"" Pereira",F,23,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,South Korea,2,403,1839
"Jacqueline Margaret ""Jackie"" Pereira",F,31,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
"Nova Maree Peris-Kneebone (-Batman, -Appleton)",F,25,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
Kieren John Perkins,M,18,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 400 metres Freestyle,Silver,Spain,1,636,636
Kieren John Perkins,M,18,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Spain,1,636,636
Kieren John Perkins,M,22,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,United States of America,5,898,1944.05
Kieren John Perkins,M,27,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Australia,1,1332,1332
Shane Perkins,M,25,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Sprint,Bronze,United Kingdom,1,2569,2569
Haylea Petrie,F,27,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Bronze,United States of America,5,898,1944.05
Erin Victoria Phillips,F,23,Australia,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver,China,1,1739,1739
Karen Anne Phillips (-Higgison),F,18,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,Silver,United States of America,5,287,1944.05
Denis Pigott,M,29,Australia,AUS,1976 Summer,1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,Canada,3,35,1640
Adam Robert Pine,M,24,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,Australia,1,1332,1332
Adam Robert Pine,M,24,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1,1332,1332
Adam Robert Pine,M,32,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,China,1,1739,1739
Desmond Royle Piper,M,23,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze,Japan,4,1.6,3694.1
Desmond Royle Piper,M,27,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver,Mexico,1,9.8,9.8
"Alexandra Jane ""Sandra"" Pisani",F,29,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold,South Korea,2,403,1839
"Judith White ""Judy"" Playfair",F,15,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Mexico,1,9.8,9.8
Malcolm Philip Poole,M,26,Australia,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver,Canada,3,35,1640
Ion Popa,M,27,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Bronze,United States of America,5,287,1944.05
Natalie Porter,F,23,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
Stacey Porter,F,22,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver,Greece,1,1494,1494
Stacey Porter,F,26,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze,China,1,1739,1739
"Nicholas Weston ""Nick"" Porzig",M,28,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Silver,Australia,1,1332,1332
Warren James Potent,M,46,Australia,AUS,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,China,1,1739,1739
Alicia Poto,F,26,Australia,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver,Greece,1,1494,1494
Kerri-Ann Pottharst,F,31,Australia-1,AUS,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,United States of America,5,898,1944.05
Kerri-Ann Pottharst,F,35,Australia-1,AUS,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,Australia,1,1332,1332
Alec Potts,M,20,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze,Brazil,1,2868,2868
"Katrina Maree ""Triny"" Powell",F,24,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold,United States of America,5,898,1944.05
